reporter_iso,partner_iso,quarter_t,export_usd,import_usd,bilateral_tariff
IDN,MMR,2015Q1,9.160965785120283,6.10744160287382,
IDN,MMR,2015Q2,8.018949294315775,5.34595163182604,
IDN,MMR,2015Q3,7.318991754597732,4.879255014476115,
IDN,MMR,2015Q4,7.061093165966213,4.707351750824017,
IDN,MMR,2016Q1,6.181341524664674,4.120856290486643,
IDN,MMR,2016Q2,5.36273901909513,3.575095913913742,
IDN,MMR,2016Q3,6.010698747215315,4.007119811713579,
IDN,MMR,2016Q4,8.125220709024887,5.4169279838860405,
IDN,MMR,2017Q1,14.827233893560617,9.886000391797864,
IDN,MMR,2017Q2,21.57238738810807,14.383907158233228,
IDN,MMR,2017Q3,22.96757674727388,15.313953383217722,
IDN,MMR,2017Q4,19.012801971057456,12.676139066751176,
IDN,MMR,2018Q1,13.930314372022394,9.286233553105689,
IDN,MMR,2018Q2,12.126764082215118,8.083277527141831,
IDN,MMR,2018Q3,11.583224855096432,7.7210219870180765,
IDN,MMR,2018Q4,12.299696690666053,8.199466932734396,
IDN,MMR,2019Q1,12.89874328529595,8.600206666715621,
IDN,MMR,2019Q2,12.996635846146262,8.666421543653513,
IDN,MMR,2019Q3,13.778946280425089,9.188107438468933,
IDN,MMR,2019Q4,15.245674588132715,10.165264351161909,
IDN,MMR,2020Q1,18.14707045907454,12.0981796544296,
IDN,MMR,2020Q2,20.62960606532829,13.752132943915171,
IDN,MMR,2020Q3,21.016267803126766,14.009476644742676,
IDN,MMR,2020Q4,19.307055672470426,12.87021075691257,
IDN,MMR,2021Q1,16.07363095746723,10.714895174609808,
IDN,MMR,2021Q2,14.404726611454862,9.60228400757154,
IDN,MMR,2021Q3,15.273047826993889,10.181194416480878,
IDN,MMR,2021Q4,18.678594604084083,12.451626401337762,
IDN,MMR,2022Q1,26.36455158928993,17.575960675747012,
IDN,MMR,2022Q2,33.08630946900337,22.057584873829626,
IDN,MMR,2022Q3,34.47837893985684,22.985812099041425,
IDN,MMR,2022Q4,30.54076000184989,20.360642351381955,
IDN,MMR,2023Q1,26.07724934806481,17.384832898709817,
IDN,MMR,2023Q2,24.50919451688162,16.33946301125451,
IDN,MMR,2023Q3,22.74347258440855,15.162315056272291,
IDN,MMR,2023Q4,20.780083550645145,13.853389033763506,
IDN,MMR,2024Q1,,,
IDN,MMR,2024Q2,,,
IDN,MMR,2024Q3,,,
IDN,MMR,2024Q4,,,
IDN,PHL,2005Q1,,,
IDN,PHL,2005Q2,,,
IDN,PHL,2005Q3,,,
IDN,PHL,2005Q4,,,
IDN,PHL,2006Q1,,,
IDN,PHL,2006Q2,,,
IDN,PHL,2006Q3,,,
IDN,PHL,2006Q4,,,
IDN,PHL,2007Q1,,,
IDN,PHL,2007Q2,,,
IDN,PHL,2007Q3,,,
IDN,PHL,2007Q4,,,
IDN,PHL,2008Q1,,,
IDN,PHL,2008Q2,,,
IDN,PHL,2008Q3,,,
IDN,PHL,2008Q4,,,
IDN,PHL,2009Q1,,,
IDN,PHL,2009Q2,,,
IDN,PHL,2009Q3,,,
IDN,PHL,2009Q4,,,
IDN,PHL,2010Q1,39.51266487108868,26.34119652806707,
IDN,PHL,2010Q2,43.889441451814484,29.259494213445112,
IDN,PHL,2010Q3,47.773388290362874,31.84914884268902,
IDN,PHL,2010Q4,51.164505386733964,34.1101604157988,
IDN,PHL,2011Q1,57.669037078108744,38.447086636330795,
IDN,PHL,2011Q2,64.23094110932095,42.82235921024238,
IDN,PHL,2011Q3,65.71595201560604,43.81263628695578,
IDN,PHL,2011Q4,62.12406979696431,41.41791786647104,
IDN,PHL,2012Q1,61.42057218740058,40.949131978986316,
IDN,PHL,2012Q2,62.15595599966639,41.43965980781468,
IDN,PHL,2012Q3,55.64019190613317,37.09526391441415,
IDN,PHL,2012Q4,41.873279906799894,27.915944298784893,
IDN,PHL,2013Q1,26.75767446038867,17.837804557398727,
IDN,PHL,2013Q2,19.720016162114234,13.14586434543719,
IDN,PHL,2013Q3,19.5711708508627,13.046529894019216,
IDN,PHL,2013Q4,26.31113852663441,17.53980120314486,
IDN,PHL,2014Q1,44.53832203617253,29.69103363239691,
IDN,PHL,2014Q2,59.58231003342655,39.72025060943952,
IDN,PHL,2014Q3,59.50949399862691,39.6721084885213,
IDN,PHL,2014Q4,44.31987393177394,29.546607269642323,
IDN,PHL,2015Q1,25.732304722919253,17.155564137425245,
IDN,PHL,2015Q2,18.796878650535746,12.532036601492905,
IDN,PHL,2015Q3,19.31978696380827,12.880736232033655,
IDN,PHL,2015Q4,27.301029662736823,18.201663029048177,
IDN,PHL,2016Q1,49.5395159081404,33.027387830591465,
IDN,PHL,2016Q2,70.53643070614771,47.02527756793904,
IDN,PHL,2016Q3,75.74345739900377,50.49644486867385,
IDN,PHL,2016Q4,65.16059598670813,43.440889732795654,
IDN,PHL,2017Q1,48.58022164108979,32.38701644086723,
IDN,PHL,2017Q2,42.011166822972655,28.007489382126664,
IDN,PHL,2017Q3,43.66547259094159,29.110236470629616,
IDN,PHL,2017Q4,53.54313894499592,35.69525770637654,
IDN,PHL,2018Q1,69.50300894327916,46.33491698239686,
IDN,PHL,2018Q2,83.9369225880805,55.95716859732988,
IDN,PHL,2018Q3,95.18195682240025,63.45362580746678,
IDN,PHL,2018Q4,103.23811164623999,68.82428861280641,
IDN,PHL,2019Q1,137.99237215847734,91.99349237830484,
IDN,PHL,2019Q2,168.44489100946248,112.29479874996423,
IDN,PHL,2019Q3,149.20875942549264,99.47065318582963,
IDN,PHL,2019Q4,80.28397740656737,53.521055685901274,
IDN,PHL,2020Q1,21.74670653928024,14.4967327218028,
IDN,PHL,2020Q2,12.459974646680621,8.305948245665832,
IDN,PHL,2020Q3,11.779134053701,7.85210776193162,
IDN,PHL,2020Q4,19.704184760338194,13.135211270599711,
IDN,PHL,2021Q1,53.217831121965446,35.47698592472284,
IDN,PHL,2021Q2,85.18271132307927,56.78673218546987,
IDN,PHL,2021Q3,85.04744010055674,56.69737313037376,
IDN,PHL,2021Q4,52.8120174543983,35.2089087594336,
IDN,PHL,2022Q1,22.382995466432476,14.924153714697013,
IDN,PHL,2022Q2,16.647403453947845,11.10028138914572,
IDN,PHL,2022Q3,13.142203993756993,8.763063837224536,
IDN,PHL,2022Q4,11.867397085862649,7.912501058932776,
IDN,PHL,2023Q1,11.523116896507418,7.682496334310827,
IDN,PHL,2023Q2,10.419237011499263,6.946389296187817,
IDN,PHL,2023Q3,9.010560057495695,6.006946480938268,
IDN,PHL,2023Q4,7.29708603449717,4.864167888563088,
IDN,PHL,2024Q1,,,
IDN,PHL,2024Q2,,,
IDN,PHL,2024Q3,,,
IDN,PHL,2024Q4,,,
IDN,VNM,2005Q1,,,
IDN,VNM,2005Q2,,,
IDN,VNM,2005Q3,,,
IDN,VNM,2005Q4,,,
IDN,VNM,2006Q1,,,
IDN,VNM,2006Q2,,,
IDN,VNM,2006Q3,,,
IDN,VNM,2006Q4,,,
IDN,VNM,2007Q1,,,
IDN,VNM,2007Q2,,,
IDN,VNM,2007Q3,,,
IDN,VNM,2007Q4,,,
IDN,VNM,2008Q1,,,
IDN,VNM,2008Q2,,,
IDN,VNM,2008Q3,,,
IDN,VNM,2008Q4,,,
IDN,VNM,2009Q1,,,
IDN,VNM,2009Q2,,,
IDN,VNM,2009Q3,,,
IDN,VNM,2009Q4,,,
IDN,VNM,2010Q1,2.476650444176355,1.651105947190919,
IDN,VNM,2010Q2,7.017750740293925,4.678509911984865,
IDN,VNM,2010Q3,10.940550148058787,7.293701982396974,
IDN,VNM,2010Q4,14.245048667470932,9.496682158427243,
IDN,VNM,2011Q1,49.275321115499814,32.84936442658855,
IDN,VNM,2011Q2,93.9376708947736,62.62317242933248,
IDN,VNM,2011Q3,104.84117488963687,69.89190400137193,
IDN,VNM,2011Q4,81.98583310008974,54.65555914270706,
IDN,VNM,2012Q1,54.79993216650752,36.53209752704535,
IDN,VNM,2012Q2,47.457173333666674,31.636967975269158,
IDN,VNM,2012Q3,42.616120583579516,28.409935224111905,
IDN,VNM,2012Q4,40.27677391624627,26.85099927357362,
IDN,VNM,2013Q1,36.377355646432534,24.252198070144345,
IDN,VNM,2013Q2,32.39625680055644,21.59859988506315,
IDN,VNM,2013Q3,33.13445057706201,22.090700907459393,
IDN,VNM,2013Q4,38.59193697594901,25.728501137333126,
IDN,VNM,2014Q1,46.48766959809643,30.99101641040363,
IDN,VNM,2014Q2,52.94400494730792,35.294059695910335,
IDN,VNM,2014Q3,58.30316767460579,38.866521642753355,
IDN,VNM,2014Q4,62.56515777998993,41.70840225093275,
IDN,VNM,2015Q1,74.86796929392995,49.91120081175484,
IDN,VNM,2015Q2,86.22452019783873,57.48285257745704,
IDN,VNM,2015Q3,83.00327545195455,55.335825882851054,
IDN,VNM,2015Q4,65.20423505627673,43.470120727937115,
IDN,VNM,2016Q1,45.91941129216161,30.613722910834895,
IDN,VNM,2016Q2,37.93523584509626,25.29099618768055,
IDN,VNM,2016Q3,34.55291227646694,23.03613663842293,
IDN,VNM,2016Q4,35.77244058627525,23.84914426306159,
IDN,VNM,2017Q1,34.10734818167248,22.73904454039223,
IDN,VNM,2017Q2,31.365258268796197,20.91097043397417,
IDN,VNM,2017Q3,35.93645504356141,23.95846294679086,
IDN,VNM,2017Q4,47.820938505969934,31.88152207884275,
IDN,VNM,2018Q1,85.29334106939359,56.862650280357684,
IDN,VNM,2018Q2,123.90962598260194,82.6061766159819,
IDN,VNM,2018Q3,133.17314245660418,88.78176316781241,
IDN,VNM,2018Q4,113.08389049140033,75.38940993584811,
IDN,VNM,2019Q1,84.3313155714668,56.22166840899945,
IDN,VNM,2019Q2,73.61801759004857,49.07969395639816,
IDN,VNM,2019Q3,73.60585100929075,49.07151277369894,
IDN,VNM,2019Q4,84.2948158291938,56.197124860903386,
IDN,VNM,2020Q1,101.78926108179621,67.85916140561221,
IDN,VNM,2020Q2,114.34909309696286,76.23157368154716,
IDN,VNM,2020Q3,119.99991600758267,79.99870613796793,
IDN,VNM,2020Q4,118.74172981365837,79.1605587748727,
IDN,VNM,2021Q1,129.6522802932286,86.43534353882023,
IDN,VNM,2021Q2,139.60333347353298,93.07001407788016,
IDN,VNM,2021Q3,122.9530265901526,81.96983526953045,
IDN,VNM,2021Q4,79.70135964308565,53.13480711376906,
IDN,VNM,2022Q1,40.86639870860063,27.244306580160355,
IDN,VNM,2022Q2,29.264758366009573,19.509834380181474,
IDN,VNM,2022Q3,25.28667982870502,16.857763900010923,
IDN,VNM,2022Q4,28.93216309668469,19.28809513964734,
IDN,VNM,2023Q1,33.96436424949616,22.6429094996638,
IDN,VNM,2023Q2,35.25868175005553,23.505787833370505,
IDN,VNM,2023Q3,36.48965875028034,24.32643916685356,
IDN,VNM,2023Q4,37.65729525016786,25.10486350011206,
IDN,VNM,2024Q1,,,
IDN,VNM,2024Q2,,,
IDN,VNM,2024Q3,,,
IDN,VNM,2024Q4,,,
IDN,CHN,2005Q1,,,
IDN,CHN,2005Q2,,,
IDN,CHN,2005Q3,,,
IDN,CHN,2005Q4,,,
IDN,CHN,2006Q1,,,
IDN,CHN,2006Q2,,,
IDN,CHN,2006Q3,,,
IDN,CHN,2006Q4,,,
IDN,CHN,2007Q1,,,
IDN,CHN,2007Q2,,,
IDN,CHN,2007Q3,,,
IDN,CHN,2007Q4,,,
IDN,CHN,2008Q1,,,
IDN,CHN,2008Q2,,,
IDN,CHN,2008Q3,,,
IDN,CHN,2008Q4,,,
IDN,CHN,2009Q1,,,
IDN,CHN,2009Q2,,,
IDN,CHN,2009Q3,,,
IDN,CHN,2009Q4,,,
IDN,CHN,2010Q1,275.9800006303239,183.98788626935726,
IDN,CHN,2010Q2,241.18625105053974,160.7918937822621,
IDN,CHN,2010Q3,182.19562521010812,121.46450375645247,
IDN,CHN,2010Q4,99.00812310902825,66.00571619192817,
IDN,CHN,2011Q1,35.8605484542328,23.907049798869707,
IDN,CHN,2011Q2,19.80383411878165,13.202559768021388,
IDN,CHN,2011Q3,20.12664283227457,13.417754984575822,
IDN,CHN,2011Q4,36.828974594710985,24.552635448533124,
IDN,CHN,2012Q1,155.68684353347544,103.79058475419083,
IDN,CHN,2012Q2,292.6572577302154,195.1035038273393,
IDN,CHN,2012Q3,319.94270709836997,213.293959536574,
IDN,CHN,2012Q4,237.54319163793934,158.36195188189595,
IDN,CHN,2013Q1,136.37611323118153,90.91820413059327,
IDN,CHN,2013Q2,106.54257642044149,71.02937995107072,
IDN,CHN,2013Q3,102.17573159462972,68.11808791023873,
IDN,CHN,2013Q4,123.27557875374714,82.18432800809728,
IDN,CHN,2014Q1,159.73791411838556,106.4917801119559,
IDN,CHN,2014Q2,184.3771238690265,122.91717475000178,
IDN,CHN,2014Q3,193.70460487532046,129.1351973190233,
IDN,CHN,2014Q4,187.72035713726746,125.14584781901908,
IDN,CHN,2015Q1,187.07796448943645,124.71757645806065,
IDN,CHN,2015Q2,191.47145046226933,127.64641171742642,
IDN,CHN,2015Q3,180.09424298641534,120.06191762968228,
IDN,CHN,2015Q4,152.94634206187902,101.96409419483052,
IDN,CHN,2016Q1,116.51821137653087,77.67946609205228,
IDN,CHN,2016Q2,95.95735851083737,63.97253745838543,
IDN,CHN,2016Q3,97.34707356715262,64.8990356831664,
IDN,CHN,2016Q4,120.6873565454789,80.4589607663961,
IDN,CHN,2017Q1,160.6516465563518,107.10101499809525,
IDN,CHN,2017Q2,194.3775569186073,129.5841260693319,
IDN,CHN,2017Q3,215.76045518112733,143.83905553561817,
IDN,CHN,2017Q4,224.80034134391371,149.86580339695456,
IDN,CHN,2018Q1,233.31956406391146,155.54553765439596,
IDN,CHN,2018Q2,250.17165971445775,166.78027929801965,
IDN,CHN,2018Q3,267.96104782527345,178.6398708218121,
IDN,CHN,2018Q4,286.68772839635767,191.12431222577243,
IDN,CHN,2019Q1,319.95880109368045,213.30494138820495,
IDN,CHN,2019Q2,352.0253356541443,234.6825860925319,
IDN,CHN,2019Q3,361.405767280231,240.9363223521632,
IDN,CHN,2019Q4,348.10009597194403,232.0661501671002,
IDN,CHN,2020Q1,351.741073877075,234.493535951191,
IDN,CHN,2020Q2,360.0623971221157,240.04113199231415,
IDN,CHN,2020Q3,327.2981616225188,218.1987980205622,
IDN,CHN,2020Q4,253.44836737829064,168.96653403593245,
IDN,CHN,2021Q1,169.69438829008323,113.13127692721082,
IDN,CHN,2021Q2,129.2623631421793,86.17670283936059,
IDN,CHN,2021Q3,127.5839874260455,85.05771295607337,
IDN,CHN,2021Q4,164.6592611416927,109.77430727735555,
IDN,CHN,2022Q1,236.22604879749088,157.48416598070253,
IDN,CHN,2022Q2,294.71446685237606,196.474977461653,
IDN,CHN,2022Q3,320.6017090274472,213.73290574047587,
IDN,CHN,2022Q4,313.88777532268614,209.25795081716842,
IDN,CHN,2023Q1,301.9078905370807,201.27261628707765,
IDN,CHN,2023Q2,306.33523438476914,204.22484819032434,
IDN,CHN,2023Q3,310.67117192384467,207.11611595162412,
IDN,CHN,2023Q4,314.91570315430545,209.94641957097429,
IDN,CHN,2024Q1,,,
IDN,CHN,2024Q2,,,
IDN,CHN,2024Q3,,,
IDN,CHN,2024Q4,,,
LAO,JPN,2005Q1,,,
LAO,JPN,2005Q2,,,
LAO,JPN,2005Q3,,,
LAO,JPN,2005Q4,,,
LAO,JPN,2006Q1,,,
LAO,JPN,2006Q2,,,
LAO,JPN,2006Q3,,,
LAO,JPN,2006Q4,,,
LAO,JPN,2007Q1,,,
LAO,JPN,2007Q2,,,
LAO,JPN,2007Q3,,,
LAO,JPN,2007Q4,,,
LAO,JPN,2008Q1,,,
LAO,JPN,2008Q2,,,
LAO,JPN,2008Q3,,,
LAO,JPN,2008Q4,,,
LAO,JPN,2009Q1,,,
LAO,JPN,2009Q2,,,
LAO,JPN,2009Q3,,,
LAO,JPN,2009Q4,,,
LAO,JPN,2010Q1,20.272404795088143,13.515269795669,
LAO,JPN,2010Q2,19.26734132514691,12.84503299278167,
LAO,JPN,2010Q3,18.164968265029373,12.109881598556338,
LAO,JPN,2010Q4,16.965285614735578,11.309815612992992,
LAO,JPN,2011Q1,16.57083875198174,11.046289857070299,
LAO,JPN,2011Q2,16.124223493773016,10.748172005351854,
LAO,JPN,2011Q3,14.29419237089563,9.528441074140773,
LAO,JPN,2011Q4,11.080745383349623,7.387097063437082,
LAO,JPN,2012Q1,7.041042088024369,4.694677904031124,
LAO,JPN,2012Q2,4.900520212020183,3.267742475130831,
LAO,JPN,2012Q3,5.464739061997932,3.6440322855498692,
LAO,JPN,2012Q4,8.733698637957502,5.823547335288183,
LAO,JPN,2013Q1,23.930899268311805,15.954031716276873,
LAO,JPN,2013Q2,42.251740112588436,28.16650625386434,
LAO,JPN,2013Q3,50.070420422138284,33.37873726879377,
LAO,JPN,2013Q4,47.38694019696146,31.59072476106502,
LAO,JPN,2014Q1,46.924470834999966,31.284311329990686,
LAO,JPN,2014Q2,50.4346381522023,33.62554821700314,
LAO,JPN,2014Q3,46.07008365860122,30.71561844350623,
LAO,JPN,2014Q4,33.83080735419651,22.554522009499976,
LAO,JPN,2015Q1,21.38339306707155,14.2548401965729,
LAO,JPN,2015Q2,16.384393180059305,10.921982088627772,
LAO,JPN,2015Q3,14.995500056494166,9.99607094602743,
LAO,JPN,2015Q4,17.216713696374995,11.477106768771876,
LAO,JPN,2016Q1,18.8212818321972,12.547253387190835,
LAO,JPN,2016Q2,19.205613616197525,12.803815310059008,
LAO,JPN,2016Q3,22.294665892000125,14.863280961434157,
LAO,JPN,2016Q4,28.088438659605117,18.725650341315998,
LAO,JPN,2017Q1,45.70416754868006,30.46889475560431,
LAO,JPN,2017Q2,63.35838070712498,42.23785498524785,
LAO,JPN,2017Q3,66.04210657922249,44.02698011482181,
LAO,JPN,2017Q4,53.75534516497248,35.83627014432602,
LAO,JPN,2018Q1,37.32300448610306,24.88196388596191,
LAO,JPN,2018Q2,30.903205447773416,20.60230301754825,
LAO,JPN,2018Q3,30.750100480835158,20.500169565793158,
LAO,JPN,2018Q4,36.8636895852884,24.57556353069674,
LAO,JPN,2019Q1,47.82773840771904,31.883917596240167,
LAO,JPN,2019Q2,56.05684851821911,37.36909300836555,
LAO,JPN,2019Q3,59.174555055250266,39.44758770606268,
LAO,JPN,2019Q4,57.180858018811705,38.11940168933154,
LAO,JPN,2020Q1,58.124001597227334,38.74975594309092,
LAO,JPN,2020Q2,60.363961019276076,40.244011462328444,
LAO,JPN,2020Q3,55.03247971102451,36.6896277596187,
LAO,JPN,2020Q4,42.129557672472174,28.086604834961918,
LAO,JPN,2021Q1,27.387426561565917,18.257523327233002,
LAO,JPN,2021Q2,20.470594526180776,13.646158580070278,
LAO,JPN,2021Q3,20.47908398230743,13.651817626418733,
LAO,JPN,2021Q4,27.412894929945878,18.274500466277914,
LAO,JPN,2022Q1,44.364911056992696,29.576828473161413,
LAO,JPN,2022Q2,58.78411086071833,39.19069763789071,
LAO,JPN,2022Q3,61.30209990186336,40.869434582364875,
LAO,JPN,2022Q4,51.91887818042551,34.613039306583005,
LAO,JPN,2023Q1,41.79464209935077,27.862698647341404,
LAO,JPN,2023Q2,38.4117064334057,25.607200150295284,
LAO,JPN,2023Q3,34.35103216702714,22.899750751477086,
LAO,JPN,2023Q4,29.612619300216465,19.740350450886126,
LAO,JPN,2024Q1,,,
LAO,JPN,2024Q2,,,
LAO,JPN,2024Q3,,,
LAO,JPN,2024Q4,,,
LAO,KOR,2005Q1,,,
LAO,KOR,2005Q2,,,
LAO,KOR,2005Q3,,,
LAO,KOR,2005Q4,,,
LAO,KOR,2006Q1,,,
LAO,KOR,2006Q2,,,
LAO,KOR,2006Q3,,,
LAO,KOR,2006Q4,,,
LAO,KOR,2007Q1,,,
LAO,KOR,2007Q2,,,
LAO,KOR,2007Q3,,,
LAO,KOR,2007Q4,,,
LAO,KOR,2008Q1,,,
LAO,KOR,2008Q2,,,
LAO,KOR,2008Q3,,,
LAO,KOR,2008Q4,,,
LAO,KOR,2009Q1,,,
LAO,KOR,2009Q2,,,
LAO,KOR,2009Q3,,,
LAO,KOR,2009Q4,,,
LAO,KOR,2010Q1,37.34622082702309,24.898963381529313,
LAO,KOR,2010Q2,36.08578471170516,24.058272302548865,
LAO,KOR,2010Q3,34.749781942341016,23.16715446050977,
LAO,KOR,2010Q4,33.338212518930746,22.225609855412046,
LAO,KOR,2011Q1,32.61884848283597,21.74524688700646,
LAO,KOR,2011Q2,31.83667521551638,21.2232161798338,
LAO,KOR,2011Q3,29.846413366340215,19.896484646413654,
LAO,KOR,2011Q4,26.64806293530745,17.765052286746084,
LAO,KOR,2012Q1,22.26237857791392,14.84217114874727,
LAO,KOR,2012Q2,19.391106104017695,12.928349416415642,
LAO,KOR,2012Q3,19.36436376305187,12.91058913383418,
LAO,KOR,2012Q4,22.182151555016503,14.788890301002908,
LAO,KOR,2013Q1,28.064105838547903,18.709615927090937,
LAO,KOR,2013Q2,32.20678756893756,21.470965177314127,
LAO,KOR,2013Q3,31.98884086519479,21.325674625111674,
LAO,KOR,2013Q4,27.410265727319768,18.27374427048329,
LAO,KOR,2014Q1,22.485287584900163,14.991212908050045,
LAO,KOR,2014Q2,20.33387729449555,13.557289021056079,
LAO,KOR,2014Q3,18.501794854797765,12.33553805650314,
LAO,KOR,2014Q4,16.98904026580658,11.325960014390716,
LAO,KOR,2015Q1,14.500156930089702,9.665488958539811,
LAO,KOR,2015Q2,12.50115596193632,8.332252963418114,
LAO,KOR,2015Q3,13.02049951592312,8.678382002439207,
LAO,KOR,2015Q4,16.0581875920509,10.703876075602864,
LAO,KOR,2016Q1,21.713754525750574,14.475568208594495,
LAO,KOR,2016Q2,26.716444405422976,17.81203555742519,
LAO,KOR,2016Q3,29.331344939836185,19.555733674415364,
LAO,KOR,2016Q4,29.558456128990315,19.70666255956496,
LAO,KOR,2017Q1,29.73339974750172,19.822611233696307,
LAO,KOR,2017Q2,31.09958430402196,20.733148131300766,
LAO,KOR,2017Q3,31.943092278259996,21.295268448802233,
LAO,KOR,2017Q4,32.263923670216286,21.508972186200708,
LAO,KOR,2018Q1,33.07365177850909,22.048429915530164,
LAO,KOR,2018Q2,33.97430579208151,22.648531331018035,
LAO,KOR,2018Q3,33.755327006786274,22.50255070774392,
LAO,KOR,2018Q4,32.416715422623156,21.610488045707825,
LAO,KOR,2019Q1,33.253046612772096,22.168489749998457,
LAO,KOR,2019Q2,33.932545657034325,22.62172021489505,
LAO,KOR,2019Q3,29.994749522131087,19.99661523244822,
LAO,KOR,2019Q4,21.43965820806261,14.293174802658314,
LAO,KOR,2020Q1,12.707609279649432,8.471803104186847,
LAO,KOR,2020Q2,9.091334641442472,6.060995734996254,
LAO,KOR,2020Q3,8.796862680896538,5.864596315404469,
LAO,KOR,2020Q4,11.82419339801163,7.882604845412402,
LAO,KOR,2021Q1,17.124424993291086,11.41523288444239,
LAO,KOR,2021Q2,21.643915339695923,14.42730971378785,
LAO,KOR,2021Q3,24.9047451732024,16.60103841467287,
LAO,KOR,2021Q4,26.90691449381052,17.936418987096886,
LAO,KOR,2022Q1,35.22828318463303,23.485930885820494,
LAO,KOR,2022Q2,42.88119299123923,28.589391579212133,
LAO,KOR,2022Q3,38.7939549033033,25.86423034669565,
LAO,KOR,2022Q4,22.96656892082433,15.310447188271723,
LAO,KOR,2023Q1,10.406589980164654,6.935383418988295,
LAO,KOR,2023Q2,8.41315666887067,5.606624064556968,
LAO,KOR,2023Q3,5.628283344353122,3.750620322784016,
LAO,KOR,2023Q4,2.051970006611782,1.367372193670576,
LAO,KOR,2024Q1,,,
LAO,KOR,2024Q2,,,
LAO,KOR,2024Q3,,,
LAO,KOR,2024Q4,,,
LAO,AUS,2005Q1,,,
LAO,AUS,2005Q2,,,
LAO,AUS,2005Q3,,,
LAO,AUS,2005Q4,,,
LAO,AUS,2006Q1,,,
LAO,AUS,2006Q2,,,
LAO,AUS,2006Q3,,,
LAO,AUS,2006Q4,,,
LAO,AUS,2007Q1,,,
LAO,AUS,2007Q2,,,
LAO,AUS,2007Q3,,,
LAO,AUS,2007Q4,,,
LAO,AUS,2008Q1,,,
LAO,AUS,2008Q2,,,
LAO,AUS,2008Q3,,,
LAO,AUS,2008Q4,,,
LAO,AUS,2009Q1,,,
LAO,AUS,2009Q2,,,
LAO,AUS,2009Q3,,,
LAO,AUS,2009Q4,,,
LAO,AUS,2010Q1,16.386607101212686,10.925866480585356,
LAO,AUS,2010Q2,16.29934516868781,10.86727746764226,
LAO,AUS,2010Q3,16.21136903373756,10.808205493528455,
LAO,AUS,2010Q4,16.122678696361938,10.74865055824393,
LAO,AUS,2011Q1,17.12370997677722,11.4154539225366,
LAO,AUS,2011Q2,17.76308783442967,11.84121110068289,
LAO,AUS,2011Q3,16.22468892882621,10.815378589073148,
LAO,AUS,2011Q4,12.50851325996689,8.33795638770735,
LAO,AUS,2012Q1,8.286490081347125,5.523444524804717,
LAO,AUS,2012Q2,6.2904836311266195,4.192858817568748,
LAO,AUS,2012Q3,6.214496774889767,4.14220714638202,
LAO,AUS,2012Q4,8.058529512636483,5.371489511244519,
LAO,AUS,2013Q1,11.194501981440112,7.462172118465247,
LAO,AUS,2013Q2,13.851117556229156,9.233344825083208,
LAO,AUS,2013Q3,15.770807787394517,10.513086353308964,
LAO,AUS,2013Q4,16.953572674936225,11.301396703142586,
LAO,AUS,2014Q1,20.595856984452496,13.72910017109848,
LAO,AUS,2014Q2,24.215448303255016,16.141758799902107,
LAO,AUS,2014Q3,23.374795659401286,15.581329314401842,
LAO,AUS,2014Q4,18.073899052891193,12.047811714597572,
LAO,AUS,2015Q1,11.296125239801142,7.52978993953505,
LAO,AUS,2015Q2,8.321839304251228,5.547126355964338,
LAO,AUS,2015Q3,8.807857032224945,5.8711682082146694,
LAO,AUS,2015Q4,12.754178423722692,8.501915496285932,
LAO,AUS,2016Q1,28.840463274305023,19.226185368262605,
LAO,AUS,2016Q2,43.759165116529005,29.172451328175754,
LAO,AUS,2016Q3,42.17685092111191,28.118132979956613,
LAO,AUS,2016Q4,24.09352068805407,16.063230323605012,
LAO,AUS,2017Q1,7.078527845740723,4.720020942405711,
LAO,AUS,2017Q2,4.0918628505897345,2.7286173446244106,
LAO,AUS,2017Q3,4.0441675024245,2.6967982011093454,
LAO,AUS,2017Q4,6.93544180124502,4.624563511860515,
LAO,AUS,2018Q1,20.849243749710297,13.899492449321599,
LAO,AUS,2018Q2,35.46717074986623,23.643346430211125,
LAO,AUS,2018Q3,37.546463500078175,25.02942699044479,
LAO,AUS,2018Q4,27.08712200034529,18.05773413002248,
LAO,AUS,2019Q1,16.859484183154905,11.24055503504809,
LAO,AUS,2019Q2,14.584567138093917,9.724128498820733,
LAO,AUS,2019Q3,11.3525414774698,7.5692867318862795,
LAO,AUS,2019Q4,7.163407201281416,4.776029734244901,
LAO,AUS,2020Q1,3.491375317962593,2.3276193706478807,
LAO,AUS,2020Q2,2.046655005271191,1.3644361258915296,
LAO,AUS,2020Q3,2.210139843654474,1.4734083776216949,
LAO,AUS,2020Q4,3.9818298331117603,2.654536125838888,
LAO,AUS,2021Q1,17.810132285772056,11.87305139589796,
LAO,AUS,2021Q2,35.73147726475452,23.820100494386907,
LAO,AUS,2021Q3,43.31567248949136,28.876024549244562,
LAO,AUS,2021Q4,40.562717959982024,27.040823560470585,
LAO,AUS,2022Q1,37.28255813561361,24.85420717066927,
LAO,AUS,2022Q2,38.81123944887736,25.87333056624209,
LAO,AUS,2022Q3,38.00684065663188,25.33706169778634,
LAO,AUS,2022Q4,34.869361758877176,23.24540056530236,
LAO,AUS,2023Q1,31.70797565459202,21.1378095749659,
LAO,AUS,2023Q2,29.945363816156487,19.96274338055946,
LAO,AUS,2023Q3,27.983694080782243,18.654966902796673,
