reporter,partner,year,export_usd,import_usd,trade_value,source,data_type,verification_status,currency,unit,bilateral_tariff,tariff_reduction,cumulative_reduction,distance_km,contiguity,common_language,gravity_score,reporter_gdp_billion,reporter_population_million,reporter_trade_percent_gdp,partner_gdp_billion,partner_population_million,partner_trade_percent_gdp,dataset_version,integration_timestamp,data_authenticity,hs_code,total_trade,trade_balance,gdp_reporter,gdp_partner,population_reporter,population_partner,product_description,data_source,collection_timestamp,reporter_iso,partner_iso,rep_exchange_rate,rep_GDP-CAP,rep_gdp_ppp_current_usd,rep_GDP-PPP-CAP,rep_gdp_current_usd,rep_GDP-VOL,rep_population,rep_total_exports_usd_k,rep_total_imports_usd_k,rep_tariff_ahs_weighted,rep_tariff_mfn_weighted,par_exchange_rate,par_GDP-CAP,par_gdp_ppp_current_usd,par_GDP-PPP-CAP,par_gdp_current_usd,par_GDP-VOL,par_population,par_total_exports_usd_k,par_total_imports_usd_k,par_tariff_ahs_weighted,par_tariff_mfn_weighted
KHM,JPN,2014,219.11,146.07,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,365.18,73.04,200.34,1335.57,16700000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323251,KHM,JPN,4037.5,1084.8125427,51387.68554,3337.5623935,16702.61084,18120.80778,15.3967715,18919015.18,12834555.05,5.51,14.97,105.944781,38411.834908,5044591.442,39569.580363,4896994.405,4739343.19,127.4866045,707208557.48,781230169.07,5.14,6.32
KHM,JPN,2015,105.6,70.4,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,176.0,35.2,519.45,3462.98,16700000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323254,KHM,JPN,4067.75,1155.3264342,54967.24782,3518.2977972,18049.95429,19383.06661,15.6232505,19831040.31,14590895.43,6.27,15.26,121.0440257,34923.592074,5123318.682,40253.652019,4444930.652,4813306.645,127.2758725,595680877.63,714588499.06,5.86,6.85
KHM,JPN,2016,33.6,22.4,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,56.0,11.2,204.07,1360.45,16700000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323257,KHM,JPN,4058.6945789,1262.6630041,58778.29969,3707.7543757,20016.74786,20726.95547,15.852803,18592725.14,17211901.25,5.75,13.71,108.79290005,39349.477478,5161939.628,40594.067451,5003677.628,4849590.637,127.159951,570925547.86,728482296.73,5.48,6.45
KHM,JPN,2017,151.78,101.18,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,252.96,50.59,315.16,2101.07,16700000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323260,KHM,JPN,4050.579986,1379.7478152,62890.96072,3912.7420658,22177.20059,22177.20059,16.0733725,21919436.54,18015782.4,6.2,14.22,112.1661411,38805.724619,5248419.242,41305.096184,4930837.369,4930837.369,127.06469,612176156.0,787221806.07,4.9,6.2
KHM,JPN,2018,37.41,24.94,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,62.34,12.47,603.43,4022.88,16700000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323264,KHM,JPN,4051.1669003,1509.8295566,67588.39299,4153.0187533,24571.75358,23833.65322,16.2745215,28829437.62,20492360.28,6.56,14.57,110.42317934,39719.049747,5282187.1,41620.394279,5040880.939,4962561.934,126.9134325,668775926.91,831891680.53,5.1,6.6
KHM,JPN,2019,83.52,55.68,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,139.19,27.84,512.07,3413.81,16700000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323267,KHM,JPN,4061.1489631,1643.6436116,72356.15051,4390.1957339,27089.39003,25514.90461,16.481304,29227312.37,25971672.21,5.57,13.75,109.0096659,40394.768276,5260943.771,41523.028485,5117993.853,4942604.039,126.6994235,654804747.44,795029187.31,5.21,6.82
KHM,JPN,2020,94.42,62.94,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,157.36,31.47,229.23,1528.23,16700000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323270,KHM,JPN,4092.783219,1546.9097416,70115.99922,4192.1682648,25872.79789,24724.96145,16.7254735,26384611.6,25166569.35,6.29,12.88,106.7745823,40026.961611,5042766.177,39925.453647,5055587.094,4737628.372,126.304543,593173166.59,721069676.57,4.09,6.33
KHM,JPN,2021,262.37,174.91,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,437.28,87.46,473.03,3153.51,16700000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323273,KHM,JPN,4098.722795,1588.3454643,72237.98236,4255.7253585,26961.06115,25473.23505,16.9743055,37816122.97,29706982.66,6.79,13.14,109.7543238,40059.256081,5171826.712,41150.970353,5034620.785,4858879.454,125.679338,704318189.05,850187993.81,3.69,6.0
KHM,JPN,2022,170.64,113.76,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,284.4,56.88,449.71,2998.07,16700000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323276,KHM,JPN,4102.037865,1715.2251819,76023.11559,4419.5057309,29504.82932,26807.98424,17.2017235,1678930000.0,1119290000.0,,,131.4981404,34051.945879,5221204.053,41770.441768,4256410.761,4905268.971,124.997578,9434580000.0,6289690000.0,,
KHM,JPN,2023,193.73,129.15,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,322.88,64.58,495.37,3302.49,16700000.0,125000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323279,KHM,JPN,4110.652746,1814.3872084,79822.7667,4581.2278556,31613.6659,28147.85286,17.4238805,1665590000.0,1110400000.0,,,140.4911001,33874.026624,5321611.072,42788.217198,4212944.753,4999600.361,124.3709465,10194200000.0,6796150000.0,,
KHM,KOR,2010,42.28,28.18,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,70.46,14.09,336.82,1684.1,16700000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323283,KHM,KOR,4184.9166667,775.29051235,38881.96357,2681.380475,11242.27529,13710.92277,14.500726,10394736.45,5833766.91,7.65,15.47,1156.46,23450.643722,1705335.547,34967.375184,1143672.241,1315022.521,48.7693325,382807012.58,468903832.31,4.7,5.85
KHM,KOR,2011,55.68,37.12,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,92.81,18.56,372.12,1860.62,16700000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323286,KHM,KOR,4058.5,871.41911637,41630.75118,2827.6796505,12829.54114,14680.22604,14.722584,14908553.72,7929788.58,6.76,15.23,1108.233333,25510.881669,1768188.55,35991.723275,1253289.5,1363489.883,49.1276435,457837429.58,550285750.57,4.15,5.98
KHM,KOR,2012,127.59,85.06,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,212.64,42.53,333.96,1669.82,16700000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323289,KHM,KOR,4033.0,940.40567449,44675.35185,2989.3005196,14054.44321,15753.84169,14.9450855,15562910.59,9303921.26,12.06,14.94,1126.8066667,25767.286475,1810669.827,36505.74955,1278046.574,1396248.149,49.5995795,461077465.08,559096089.75,4.54,6.46
KHM,KOR,2013,206.2,137.47,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,343.67,68.73,401.75,2008.77,16700000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323292,KHM,KOR,4027.25,1003.8090382,47961.96789,3161.5894437,15227.9914,16912.79908,15.1702075,21356035.77,10688885.62,6.87,15.46,1094.9825,27373.698389,1867972.252,37306.347289,1370632.955,1440435.336,50.0711645,466392231.85,582607822.91,4.42,6.56
KHM,KOR,2014,62.64,41.76,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,104.39,20.88,445.33,2226.65,16700000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323296,KHM,KOR,4037.5,1084.8125427,51387.68554,3337.5623935,16702.61084,18120.80778,15.3967715,18919015.18,12834555.05,5.51,14.97,1052.84,29373.095942,1927793.2,38144.622628,1484488.526,1486564.611,50.5390555,484579267.53,597335773.89,3.53,5.53
KHM,KOR,2015,155.46,103.64,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,259.1,51.82,230.16,1150.81,16700000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323299,KHM,KOR,4067.75,1155.3264342,54967.24782,3518.2977972,18049.95429,19383.06661,15.6232505,19831040.31,14590895.43,6.27,15.26,1130.9525,28754.932544,1981946.902,38873.967173,1466038.936,1528323.746,50.9839115,432866802.98,552012684.22,3.55,5.93
KHM,KOR,2016,219.51,146.34,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,365.85,73.17,314.22,1571.12,16700000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323302,KHM,KOR,4058.6945789,1262.6630041,58778.29969,3707.7543757,20016.74786,20726.95547,15.852803,18592725.14,17211901.25,5.75,13.71,1160.7675,29234.756341,2040352.534,39774.629376,1499679.824,1573361.64,51.297839,412454921.09,529762972.36,3.08,5.34
KHM,KOR,2017,241.8,161.2,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,402.99,80.6,640.15,3200.74,16700000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323305,KHM,KOR,4050.579986,1379.7478152,62890.96072,3912.7420658,22177.20059,22177.20059,16.0733725,21919436.54,18015782.4,6.2,14.22,1131.000833,31524.406803,2104820.24,40881.194531,1623074.136,1623074.136,51.4862705,475735384.66,613436693.25,3.26,5.72
KHM,KOR,2018,83.99,55.99,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,139.98,28.0,169.9,849.5,16700000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323309,KHM,KOR,4051.1669003,1509.8295566,67588.39299,4153.0187533,24571.75358,23833.65322,16.2745215,28829437.62,20492360.28,6.56,14.57,1100.1633333,33410.991006,2166015.864,41943.810345,1725373.445,1670263.455,51.640894,510250237.65,654131162.84,3.17,5.84
KHM,KOR,2019,211.76,141.17,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,352.93,70.59,80.4,402.02,16700000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323312,KHM,KOR,4061.1489631,1643.6436116,72356.15051,4390.1957339,27089.39003,25514.90461,16.481304,29227312.37,25971672.21,5.57,13.75,1165.3575,31900.553328,2214620.78,42779.851802,1651422.932,1707743.797,51.767846,484505254.22,593957679.71,3.08,5.6
KHM,KOR,2020,59.0,39.33,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,98.33,19.67,329.57,1647.85,16700000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323316,KHM,KOR,4092.783219,1546.9097416,70115.99922,4192.1682648,25872.79789,24724.96145,16.7254735,26384611.6,25166569.35,6.29,12.88,1180.265833,31707.692502,2198909.92,42402.127027,1644312.785,1695628.8,51.8584815,466456375.49,580512852.86,2.94,5.36
KHM,KOR,2021,133.5,89.0,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,222.49,44.5,303.11,1515.56,16700000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323319,KHM,KOR,4098.722795,1588.3454643,72237.98236,4255.7253585,26961.06115,25473.23505,16.9743055,37816122.97,29706982.66,6.79,13.14,1143.951667,35072.099576,2293567.162,44236.02797,1818432.16,1768621.124,51.8483975,599607208.16,731208977.99,2.57,4.98
KHM,KOR,2022,208.1,138.74,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,346.84,69.37,368.91,1844.55,16700000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323322,KHM,KOR,4102.037865,1715.2251819,76023.11559,4419.5057309,29504.82932,26807.98424,17.2017235,1678930000.0,1119290000.0,,,1291.446667,32325.904316,2353490.552,45449.52502,1673916.512,1814829.396,51.7825115,7368370000.0,4912260000.0,,
KHM,KOR,2023,144.8,96.53,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,241.33,48.27,306.18,1530.88,16700000.0,51000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323326,KHM,KOR,4110.652746,1814.3872084,79822.7667,4581.2278556,31613.6659,28147.85286,17.4238805,1665590000.0,1110400000.0,,,1305.6625,33098.246143,2385421.141,46096.217746,1712792.501,1839451.789,51.748739,8042610000.0,5361740000.0,,
KHM,AUS,2010,89.48,59.65,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,149.14,29.83,562.65,2438.15,16700000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323329,KHM,AUS,4184.9166667,775.29051235,38881.96357,2681.380475,11242.27529,13710.92277,14.500726,10394736.45,5833766.91,7.65,15.47,1.0901594864,58772.871792,1039914.883,46966.605794,1301324.272,1168287.205,22.1415805,207856459.01,220529973.43,4.51,6.3
KHM,AUS,2011,109.5,73.0,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,182.49,36.5,455.69,1974.66,16700000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323332,KHM,AUS,4058.5,871.41911637,41630.75118,2827.6796505,12829.54114,14680.22604,14.722584,14908553.72,7929788.58,6.76,15.23,0.969463201,68867.541468,1080663.008,48072.679019,1548126.837,1214065.484,22.479775,258002208.68,280827540.1,4.25,6.35
KHM,AUS,2012,37.22,24.81,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,62.03,12.41,464.13,2011.21,16700000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323335,KHM,AUS,4033.0,940.40567449,44675.35185,2989.3005196,14054.44321,15753.84169,14.9450855,15562910.59,9303921.26,12.06,14.94,0.9658010307,69658.716777,1108827.231,48520.741451,1591885.856,1245706.44,22.852644,267620134.91,276014920.35,4.97,6.83
KHM,AUS,2013,12.96,8.64,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,21.6,4.32,262.32,1136.74,16700000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323339,KHM,AUS,4027.25,1003.8090382,47961.96789,3161.5894437,15227.9914,16912.79908,15.1702075,21356035.77,10688885.62,6.87,15.46,1.035843097,66462.517511,1137738.803,48963.916262,1544341.035,1278187.002,23.2362705,254152356.16,273047221.42,5.22,7.08
KHM,AUS,2014,180.18,120.12,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,300.3,60.06,471.39,2042.67,16700000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323342,KHM,AUS,4037.5,1084.8125427,51387.68554,3337.5623935,16702.61084,18120.80778,15.3967715,18919015.18,12834555.05,5.51,14.97,1.109363293,62069.346868,1162789.651,49279.934664,1464563.512,1306330.253,23.5956005,245996985.03,267777740.11,4.06,6.24
KHM,AUS,2015,203.56,135.71,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,339.27,67.85,184.31,798.69,16700000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323345,KHM,AUS,4067.75,1155.3264342,54967.24782,3518.2977972,18049.95429,19383.06661,15.6232505,19831040.31,14590895.43,6.27,15.26,1.331090262,52041.863534,1195105.234,49904.172966,1246298.652,1342635.034,23.948002,222282357.96,210429474.1,5.22,7.17
KHM,AUS,2016,181.13,120.75,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,301.88,60.38,519.54,2251.33,16700000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323348,KHM,AUS,4058.6945789,1262.6630041,58778.29969,3707.7543757,20016.74786,20726.95547,15.852803,18592725.14,17211901.25,5.75,13.71,1.345213976,53755.924824,1222816.251,50259.683954,1307879.662,1373766.839,24.329963,211932944.26,201875545.72,5.49,7.16
KHM,AUS,2017,203.55,135.7,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,339.26,67.85,405.26,1756.12,16700000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323351,KHM,AUS,4050.579986,1379.7478152,62890.96072,3912.7420658,22177.20059,22177.20059,16.0733725,21919436.54,18015782.4,6.2,14.22,1.304758077,57162.722504,1258355.732,50881.63734,1413693.491,1413693.491,24.7310385,243575836.34,258738467.99,4.69,6.72
KHM,AUS,2018,136.21,90.81,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,227.02,45.4,96.47,418.03,16700000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323355,KHM,AUS,4051.1669003,1509.8295566,67588.39299,4153.0187533,24571.75358,23833.65322,16.2745215,28829437.62,20492360.28,6.56,14.57,1.3384121465,58001.543728,1285801.843,51186.979202,1456981.697,1444527.689,25.1197055,253256026.01,281900650.2,4.18,6.29
KHM,AUS,2019,160.23,106.82,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,267.05,53.41,278.61,1207.33,16700000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323358,KHM,AUS,4061.1489631,1643.6436116,72356.15051,4390.1957339,27089.39003,25514.90461,16.481304,29227312.37,25971672.21,5.57,13.75,1.4385065442,54139.598082,1281498.44,50288.930763,1379623.894,1439693.051,25.482714,238521519.42,295235899.15,5.11,7.76
KHM,AUS,2020,145.47,96.98,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,242.45,48.49,578.54,2507.01,16700000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323361,KHM,AUS,4092.783219,1546.9097416,70115.99922,4192.1682648,25872.79789,24724.96145,16.7254735,26384611.6,25166569.35,6.29,12.88,1.453085118,55841.143327,1308561.52,50830.179596,1437562.723,1470096.934,25.743791,225016351.05,265172649.93,3.39,5.5
KHM,AUS,2021,192.97,128.64,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,321.61,64.32,584.46,2532.68,16700000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323364,KHM,AUS,4098.722795,1588.3454643,72237.98236,4255.7253585,26961.06115,25473.23505,16.9743055,37816122.97,29706982.66,6.79,13.14,1.33122426,67524.270674,1364423.31,52565.933261,1752688.161,1532854.584,25.9564175,279420552.82,374899439.39,3.25,5.57
KHM,AUS,2022,197.12,131.41,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,328.53,65.71,211.8,917.79,16700000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323368,KHM,AUS,4102.037865,1715.2251819,76023.11559,4419.5057309,29504.82932,26807.98424,17.2017235,1678930000.0,1119290000.0,,,1.441664459,67805.736689,1405587.798,53646.373402,1776577.056,1579100.624,26.2009845,3837070000.0,2558060000.0,,
KHM,AUS,2023,159.91,106.61,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,266.52,53.3,592.58,2567.85,16700000.0,25000000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323371,KHM,AUS,4110.652746,1814.3872084,79822.7667,4581.2278556,31613.6659,28147.85286,17.4238805,1665590000.0,1110400000.0,,,1.505191066,67824.825327,1434589.852,54235.496836,1794042.865,1611682.838,26.451124,5575490000.0,3716980000.0,,
KHM,NZL,2010,35.63,23.75,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,59.38,11.88,137.88,321.71,16700000.0,5100000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323374,KHM,NZL,4184.9166667,775.29051235,38881.96357,2681.380475,11242.27529,13710.92277,14.500726,10394736.45,5833766.91,7.65,15.47,1.3878338277,33699.465278,158926.2066,36553.494854,146517.541,164121.4573,4.3477705,30322684.38,31772232.84,18.47,19.19
KHM,NZL,2011,54.11,36.07,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,90.18,18.04,490.4,1144.27,16700000.0,5100000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323377,KHM,NZL,4058.5,871.41911637,41630.75118,2827.6796505,12829.54114,14680.22604,14.722584,14908553.72,7929788.58,6.76,15.23,1.265810697,38399.009241,163080.0912,37209.955643,168291.357,168411.1312,4.3827005,36364115.52,38665092.19,18.3,19.4
KHM,NZL,2012,93.27,62.18,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,155.44,31.09,156.03,364.07,16700000.0,5100000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323380,KHM,NZL,4033.0,940.40567449,44675.35185,2989.3005196,14054.44321,15753.84169,14.9450855,15562910.59,9303921.26,12.06,14.94,1.234283655,39940.97482,167306.9088,37923.657548,176206.66,172776.1221,4.4116765,36680186.67,38049235.48,17.3,17.96
KHM,NZL,2013,56.75,37.84,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,94.59,18.92,402.93,940.16,16700000.0,5100000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323384,KHM,NZL,4027.25,1003.8090382,47961.96789,3161.5894437,15227.9914,16912.79908,15.1702075,21356035.77,10688885.62,6.87,15.46,1.219407974,42863.076246,170709.5929,38328.537012,190905.755,176290.039,4.453851,38315003.53,39923559.97,16.95,18.07
KHM,NZL,2014,62.15,41.43,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,103.58,20.72,500.02,1166.71,16700000.0,5100000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323387,KHM,NZL,4037.5,1084.8125427,51387.68554,3337.5623935,16702.61084,18120.80778,15.3967715,18919015.18,12834555.05,5.51,14.97,1.205433333,44509.010315,176978.5075,39128.713838,201313.497,182763.8826,4.522983,42837936.04,43476625.19,17.4,19.22
KHM,NZL,2015,90.9,60.6,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,151.5,30.3,510.24,1190.55,16700000.0,5100000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323390,KHM,NZL,4067.75,1155.3264342,54967.24782,3518.2977972,18049.95429,19383.06661,15.6232505,19831040.31,14590895.43,6.27,15.26,1.433975,38591.970488,184518.0592,39990.65875,178064.471,190549.9,4.614029,38170231.51,36207984.42,19.8,19.52
KHM,NZL,2016,106.82,71.21,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,178.04,35.61,147.58,344.36,16700000.0,5100000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323393,KHM,NZL,4058.6945789,1262.6630041,58778.29969,3707.7543757,20016.74786,20726.95547,15.852803,18592725.14,17211901.25,5.75,13.71,1.436525,40052.503728,191646.7612,40648.167609,188838.343,197911.6372,4.71477,36251356.2,35158277.23,18.96,19.97
KHM,NZL,2017,12.46,8.31,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,20.77,4.15,82.26,191.94,16700000.0,5100000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323396,KHM,NZL,4050.579986,1379.7478152,62890.96072,3912.7420658,22177.20059,22177.20059,16.0733725,21919436.54,18015782.4,6.2,14.22,1.407408333,42918.538179,200017.7383,41559.955526,206556.259,206556.259,4.8127515,40187331.25,39983812.4,20.01,22.83
KHM,NZL,2018,16.48,10.99,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,27.47,5.49,236.34,551.47,16700000.0,5100000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323399,KHM,NZL,4051.1669003,1509.8295566,67588.39299,4153.0187533,24571.75358,23833.65322,16.2745215,28829437.62,20492360.28,6.56,14.57,1.4452583333,43234.707592,207834.4321,42407.859723,211886.687,214628.4782,4.900847,44324751.93,41857019.23,22.61,21.78
KHM,NZL,2019,93.38,62.26,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,155.64,31.13,161.88,377.73,16700000.0,5100000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323403,KHM,NZL,4061.1489631,1643.6436116,72356.15051,4390.1957339,27089.39003,25514.90461,16.481304,29227312.37,25971672.21,5.57,13.75,1.517875,42682.114341,213074.1937,42705.352735,212958.248,220039.5261,4.9894025,43354922.42,42038566.67,28.3,29.33
KHM,NZL,2020,26.07,17.38,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,43.45,8.69,236.4,551.59,16700000.0,5100000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323406,KHM,NZL,4092.783219,1546.9097416,70115.99922,4192.1682648,25872.79789,24724.96145,16.7254735,26384611.6,25166569.35,6.29,12.88,1.542058333,41894.590322,213102.5567,42032.93297,212401.174,220068.8163,5.069895,38148805.51,40068135.7,15.89,16.68
KHM,NZL,2021,74.24,49.49,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,123.73,24.75,688.85,1607.33,16700000.0,5100000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323410,KHM,NZL,4098.722795,1588.3454643,72237.98236,4255.7253585,26961.06115,25473.23505,16.9743055,37816122.97,29706982.66,6.79,13.14,1.4138,49577.627018,222633.9642,43587.939142,253227.472,229911.8027,5.1076965,49928447.97,46316762.07,18.16,21.36
KHM,NZL,2022,52.76,35.18,,,,VERIFIED,,,,,,,,,,,,,,,,,,100_REAL_VERIFIED,999999,87.94,17.59,399.57,932.33,16700000.0,5100000.0,All commodities,IMF_Direction_of_Trade_Statistics,2025-11-19T12:30:54.323413,KHM,NZL,4102.037865,1715.2251819,76023.11559,4419.5057309,29504.82932,26807.98424,17.2017235,1678930000.0,1119290000.0,,,1.577183333,47906.849039,228981.482,44620.679811,245845.23,236466.819,5.1317345,4348309999.999999,2898870000.0,,
